X,Y,Z,U,V
1.18,0.4199999999999999,0.0,-4.09868401862386e-06,1.6347027748236223e-06
1.18,0.44,0.0,-3.851250637232889e-06,1.6285208951895103e-06
1.18,0.46,0.0,-3.609221410270151e-06,1.6119971268447849e-06
1.18,0.4799999999999999,0.0,-3.373817035627187e-06,1.5863427955629695e-06
1.18,0.5,0.0,-3.1460517677524574e-06,1.5527450370766177e-06
1.18,0.52,0.0,-2.9267451152974667e-06,1.5123515624722725e-06
1.18,0.54,0.0,-2.7165353383449582e-06,1.4662581815938784e-06
1.18,0.56,0.0,-2.515894186522731e-06,1.4154989725879227e-06
1.18,0.5799999999999998,0.0,-2.325142378094057e-06,1.3610389306189915e-06
1.18,0.5999999999999999,0.0,-2.1444653839387284e-06,1.3037688886656393e-06
1.18,0.62,0.0,-1.9739291459014883e-06,1.244502476854096e-06
1.18,0.64,0.0,-1.8134954236080624e-06,1.183974872356702e-06
1.18,0.66,0.0,-1.6630365254627443e-06,1.122843087658254e-06
1.18,0.68,0.0,-1.5223492366411973e-06,1.061687549118846e-06
1.18,0.7,0.0,-1.3911678084784851e-06,1.0010147284328555e-06
1.18,0.7199999999999999,0.0,-1.2691759191585968e-06,9.412606051236001e-07
1.18,0.7399999999999999,0.0,-1.1560175548259763e-06,8.827947571181959e-07
1.18,0.76,0.0,-1.051306793231112e-06,8.259248974129855e-07
1.18,0.78,0.0,-9.546364990701173e-07,7.709016967720711e-07
1.18,0.8,0.0,-8.655859617105671e-07,7.179237544114796e-07
1.18,0.82,0.0,-7.83727522535763e-07,6.671426000156672e-07
1.18,0.8399999999999999,0.0,-7.086322512619694e-07,6.186676306935777e-07
1.18,0.8599999999999999,0.0,-6.398747388795881e-07,5.725709052456233e-07
1.18,0.88,0.0,-5.770370799216404e-07,5.288917351494517e-07
1.18,0.9,0.0,-5.197121191241398e-07,4.876410268591081e-07
1.18,0.92,0.0,-4.6750603772404356e-07,4.488053433141664e-07
1.18,0.94,0.0,-4.2004035310236706e-07,4.123506640053018e-07
1.18,0.96,0.0,-3.769534026301006e-07,3.7822583262322994e-07
1.18,0.98,0.0,-3.3790137876551825e-07,3.46365689346909e-07
1.18,1.0,0.0,-3.025589779830598e-07,3.166938913448533e-07
1.18,1.02,0.0,-2.7061972123615444e-07,2.8912543022343553e-07
1.18,1.04,0.0,-2.4179599857328e-07,2.635688591155355e-07
1.18,1.06,0.0,-2.1581888540146666e-07,2.399282450177361e-07
1.18,1.08,0.0,-1.924377728514056e-07,2.1810486400398554e-07
1.18,1.1,0.0,-1.7141984983938174e-07,1.9799865820857265e-07
1.18,1.12,0.0,-1.5254946981284564e-07,1.7950947411025393e-07
1.18,1.14,0.0,-1.3562743085609318e-07,1.6253810177890388e-07
1.18,1.16,0.0,-1.2047019384951256e-07,1.4698713446956637e-07
1.18,1.18,0.0,-1.0690905973495693e-07,1.3276166735702578e-07
1.18,1.2,0.0,-9.478932364424824e-08,1.1976985337528858e-07
1.18,1.22,0.0,-8.39694206920259e-08,1.0792333312746384e-07
1.18,1.24,0.0,-7.432007560595894e-08,9.713755471854067e-08
1.18,1.26,0.0,-6.572346604983567e-08,8.733199818292032e-08
1.18,1.28,0.0,-5.8072407468190566e-08,7.84303179680694e-08
1.18,1.3,0.0,-5.126956552294306e-08,7.036041572556133e-08
1.18,1.32,0.0,-4.522670068009318e-08,6.305445447469814e-08
1.18,1.34,0.0,-3.986394821477703e-08,5.64488240598398e-08
1.18,1.36,0.0,-3.510913581328002e-08,5.048406673372172e-08
1.18,1.38,0.0,-3.089714003913547e-08,4.5104770674600444e-08
1.18,1.4,0.0,-2.7169282176553728e-08,4.0259438290914846e-08
1.18,1.42,0.0,-2.387276334883565e-08,3.590033528649002e-08
1.18,1.44,0.0,-2.0960138314294177e-08,3.198332565317239e-08
1.18,1.46,0.0,-1.838882695122891e-08,2.846769702552788e-08
1.18,1.48,0.0,-1.6120662141882797e-08,2.5315980171909813e-08
1.18,1.5,0.0,-1.4121472539759238e-08,2.2493765804908825e-08
1.18,1.52,0.0,-1.2360698543316198e-08,1.9969521368340945e-08
1.18,1.54,0.0,-1.0811039691356832e-08,1.7714409993470826e-08
1.18,1.56,0.0,-9.448131632131131e-09,1.5702113409788697e-08
1.18,1.58,0.0,-8.25025079113576e-09,1.3908660240933317e-08
1.18,1.6,0.0,-7.198044864790039e-09,1.2312260809839145e-08
1.18,1.62,0.0,-6.2742872924710825e-09,1.0893149314540847e-08
1.18,1.64,0.0,-5.4636539025626046e-09,9.633434013097752e-09
1.18,1.66,0.0,-4.752519984726109e-09,8.516955868819361e-09
1.18,1.68,0.0,-4.1287761067307255e-09,7.529155951633126e-09
1.18,1.7,0.0,-3.5816610666620452e-09,6.656951764546757e-09
1.18,1.72,0.0,-3.1016104474712486e-09,5.8886225625028435e-09
1.18,1.74,0.0,-2.6801193183707825e-09,5.2137036515570155e-09
1.18,1.76,0.0,-2.309617704663314e-09,4.622889596556823e-09
1.18,1.78,0.0,-1.9833575226660323e-09,4.107946222942638e-09
1.18,1.8,0.0,-1.6953097481985e-09,3.6616312707683515e-09
1.18,1.82,0.0,-1.4400706546065475e-09,3.2776235446183497e-09
1.18,1.84,0.0,-1.2127760186564627e-09,2.9504604000645344e-09
1.18,1.86,0.0,-1.0090222491680792e-09,2.675483414151131e-09
1.18,1.88,0.0,-8.247934434035494e-10,2.4487921027836994e-09
1.18,1.9,0.0,-6.563934195300057e-10,2.2672055706633037e-09
1.18,1.92,0.0,-5.003818095464941e-10,2.1282320084657357e-09
1.18,1.94,0.0,-3.5351332648019424e-10,2.030045959731081e-09
1.18,1.96,0.0,-2.1267974276981936e-10,1.9714611748700608e-09
1.18,1.98,0.0,-7.501890662501478e-11,1.946821092448373e-09
1.18,2.0,0.0,0.0,0.0
1.2,0.0,0.0,0.1000000014901161,0.0
1.2,0.02,0.0,0.0035135017945957126,-1.5000704161475947e-06
1.2,0.04,0.0,5.538019764984984e-05,-1.344138229984206e-06
1.2,0.06,0.0,-7.402862558308865e-06,-1.0185629513165024e-06
1.2,0.08,0.0,-8.226684972474615e-06,-7.017497263744258e-07
1.2,0.1,0.0,-8.251185842103153e-06,-3.9605481122927825e-07
1.2,0.12,0.0,-8.223825583498777e-06,-1.0409000180234484e-07
1.2,0.14,0.0,-8.154213389105324e-06,1.718522165229363e-07
1.2,0.16,0.0,-8.045561397752021e-06,4.2983799389145275e-07
1.2,0.1799999999999999,0.0,-7.901303526605382e-06,6.683059623706401e-07
1.2,0.2,0.0,-7.725068441083169e-06,8.860713453311103e-07
1.2,0.22,0.0,-7.520605551594304e-06,1.082321000127134e-06
1.2,0.2399999999999999,0.0,-7.2917142064049885e-06,1.2566002271681822e-06
1.2,0.26,0.0,-7.0421779768783535e-06,1.4087924066988851e-06
1.2,0.28,0.0,-6.7757053123274096e-06,1.5390926847168727e-06
1.2,0.2999999999999999,0.0,-6.495877495973891e-06,1.647977019956178e-06
1.2,0.32,0.0,-6.20610449104067e-06,1.7361679281286117e-06
1.2,0.34,0.0,-5.909588941773587e-06,1.8045982246191129e-06
1.2,0.3599999999999999,0.0,-5.609298301263518e-06,1.8543739821247847e-06
1.2,0.38,0.0,-5.3079448056755565e-06,1.886737796383156e-06
1.2,0.4,0.0,-5.007972808509494e-06,1.9030333027440944e-06
1.2,0.4199999999999999,0.0,-4.71155283098641e-06,1.9046717201527089e-06
1.2,0.44,0.0,-4.420581574788283e-06,1.893101027363182e-06
1.2,0.46,0.0,-4.1366870780213245e-06,1.8697782076517365e-06
1.2,0.4799999999999999,0.0,-3.861238169570341e-06,1.8361448399514524e-06
1.2,0.5,0.0,-3.5953573850252448e-06,1.7936061713742318e-06
1.2,0.52,0.0,-3.339936542644064e-06,1.7435136819286413e-06
1.2,0.54,0.0,-3.09565423388578e-06,1.6871510486988494e-06
1.2,0.56,0.0,-2.8629945537481215e-06,1.6257233342663869e-06
1.2,0.5799999999999998,0.0,-2.642266475919948e-06,1.5603491620853434e-06
1.2,0.5999999999999999,0.0,-2.4336233618005976e-06,1.4920555983967989e-06
1.2,0.62,0.0,-2.2370821767779984e-06,1.421775434066298e-06
1.2,0.64,0.0,-2.052542068664783e-06,1.3503465480997674e-06
1.2,0.66,0.0,-1.8798020395402972e-06,1.278513035057882e-06
1.2,0.68,0.0,-1.7185775118343702e-06,1.206927788688168e-06
1.2,0.7,0.0,-1.5685156513437224e-06,1.1361562515061298e-06
1.2,0.7199999999999999,0.0,-1.4292093635440723e-06,1.0666810626741925e-06
1.2,0.7399999999999999,0.0,-1.3002099250182904e-06,9.989073625033585e-07
1.2,0.76,0.0,-1.1810382493482224e-06,9.331685396733624e-07
1.2,0.78,0.0,-1.0711948169278287e-06,8.697322355515003e-07
1.2,0.8,0.0,-9.701683215107153e-07,8.088064477778569e-07
1.2,0.82,0.0,-8.774431036548503e-07,7.505456018120305e-07
1.2,0.8399999999999999,0.0,-7.925054533545835e-07,6.950564838590709e-07
1.2,0.8599999999999999,0.0,-7.148488718334409e-07,6.424039511528731e-07
1.2,0.88,0.0,-6.439783864556875e-07,5.926163557719444e-07
1.2,0.9,0.0,-5.794140136918848e-07,5.456906359186857e-07
1.2,0.92,0.0,-5.20693463669945e-07,5.015970439300066e-07
1.2,0.94,0.0,-4.673741766128893e-07,4.602834932978602e-07
1.2,0.96,0.0,-4.1903477688866846e-07,4.2167951780826716e-07
1.2,0.98,0.0,-3.7527602488521035e-07,3.856998447355376e-07
1.2,1.0,0.0,-3.357213408167248e-07,3.522475910529042e-07
1.2,1.02,0.0,-3.0001696814437695e-07,3.212170970476882e-07
1.2,1.04,0.0,-2.678318377789978e-07,2.924964157636441e-07
1.2,1.06,0.0,-2.38857187799668e-07,2.6596947953300534e-07
1.2,1.08,0.0,-2.1280598720145923e-07,2.4151796669199324e-07
1.2,1.1,0.0,-1.8941220627403618e-07,2.1902289256724906e-07
1.2,1.12,0.0,-1.6842997067585013e-07,1.9836594913156078e-07
1.2,1.14,0.0,-1.4963263114740609e-07,1.7943061749297437e-07
1.2,1.16,0.0,-1.3281177612280177e-07,1.621030767224691e-07
1.2,1.18,0.0,-1.177762102572083e-07,1.4627293154603126e-07
1.2,1.2,0.0,-1.0435091808295493e-07,1.318337802158743e-07
1.2,1.22,0.0,-9.237602862331125e-08,1.1868364250726461e-07
1.2,1.24,0.0,-8.170579380947706e-08,1.0672526632356219e-07
1.2,1.26,0.0,-7.220759093697853e-08,9.586632988287889e-08
1.2,1.28,0.0,-6.376095713431744e-08,8.601955494528818e-08
1.2,1.3,0.0,-5.625666186975508e-08,7.71027450512008e-08
1.2,1.32,0.0,-4.959582186171837e-08,6.90387613032055e-08
1.2,1.34,0.0,-4.368906135521759e-08,6.175544685295604e-08
1.2,1.36,0.0,-3.8455719552701065e-08,5.518550996381164e-08
1.2,1.38,0.0,-3.382310601627653e-08,4.926637431682899e-08
1.2,1.4,0.0,-2.972580406430492e-08,4.3940004116725246e-08
1.2,1.42,0.0,-2.6105021546047523e-08,3.915271053712434e-08
1.2,1.44,0.0,-2.290798787231532e-08,3.485494512008416e-08
1.2,1.46,0.0,-2.0087395788920905e-08,3.100108491121438e-08
1.2,1.48,0.0,-1.7600886086085113e-08,2.754921336499769e-08
1.2,1.5,0.0,-1.54105732255753e-08,2.4460900390704374e-08
1.2,1.52,0.0,-1.3482609724765124e-08,2.1700984322423553e-08
1.2,1.54,0.0,-1.1786787051148824e-08,1.923735808175668e-08
1.2,1.56,0.0,-1.0296170741751438e-08,1.704076135300759e-08
1.2,1.58,0.0,-8.986767460345769e-09,1.5084580202626117e-08
1.2,1.6,0.0,-7.837221733645638e-09,1.3344655241705028e-08
1.2,1.62,0.0,-6.828540159021085e-09,1.179909914716976e-08
1.2,1.64,0.0,-5.943840945086127e-09,1.0428124118884268e-08
1.2,1.66,0.0,-5.1681267279175394e-09,9.213879651469928e-09
1.2,1.68,0.0,-4.488078695612809e-09,8.140300836779923e-09
1.2,1.7,0.0,-3.89187014898245e-09,7.192967281612663e-09
1.2,1.72,0.0,-3.368997723569476e-09,6.358972621660639e-09
1.2,1.74,0.0,-2.910128595559111e-09,5.62680453349272e-09
1.2,1.76,0.0,-2.5069620895681267e-09,4.9862350885122964e-09
1.2,1.78,0.0,-2.1521041982231037e-09,4.4282212535904554e-09
1.2,1.8,0.0,-1.8389536105848457e-09,3.944815320014937e-09
1.2,1.82,0.0,-1.5615979278329547e-09,3.5290850333724714e-09
1.2,1.84,0.0,-1.3147188193720356e-09,3.1750432001033207e-09
1.2,1.86,0.0,-1.0935049400033055e-09,2.8775865600760756e-09
1.2,1.88,0.0,-8.935714884941628e-10,2.6324437371835437e-09
1.2,1.9,0.0,-7.108853393442025e-10,2.436132110400436e-09
1.2,1.92,0.0,-5.416947224343943e-10,2.285923484820531e-09
1.2,1.94,0.0,-3.824624602547096e-10,2.1798184561619843e-09
1.2,1.96,0.0,-2.2980224308396083e-10,2.1165163279937194e-09
1.2,1.98,0.0,-8.059894895178884e-11,2.0899198506093105e-09
1.2,2.0,0.0,0.0,0.0
1.22,0.0,0.0,0.1000000014901161,0.0
1.22,0.02,0.0,0.0035120509008493214,-1.673234496770008e-06
1.22,0.04,0.0,5.395237699222514e-05,-1.4907539193302812e-06
1.22,0.06,0.0,-8.838410206469367e-06,-1.110789841397956e-06
1.22,0.08,0.0,-9.662209174504894e-06,-7.414662676942636e-07
1.22,0.1,0.0,-9.677982678039304e-06,-3.856751249887782e-07
1.22,0.12,0.0,-9.633791881951756e-06,-4.6516773030618497e-08
1.22,0.14,0.0,-9.539938948767437e-06,2.733043018628888e-07
1.22,0.16,0.0,-9.400384230094435e-06,5.715241540984589e-07
1.22,0.1799999999999999,0.0,-9.219347029817256e-06,8.463348685557204e-07
1.22,0.2,0.0,-9.001261035276882e-06,1.0963878642554086e-06
1.22,0.22,0.0,-8.75068370392631e-06,1.3207859062216345e-06
1.22,0.2399999999999999,0.0,-8.472210223766183e-06,1.5190649572742087e-06
1.22,0.26,0.0,-8.170394294018979e-06,1.6911672827584516e-06
1.22,0.28,0.0,-7.849677247925254e-06,1.8374074105677007e-06
1.22,0.2999999999999999,0.0,-7.514326588861897e-06,1.9584326459126538e-06
1.22,0.32,0.0,-7.168384570227893e-06,2.055179851053358e-06
1.22,0.34,0.0,-6.81562703834265e-06,2.128830135185352e-06
1.22,0.3599999999999999,0.0,-6.459532392213775e-06,2.180762972582997e-06
1.22,0.38,0.0,-6.103260205504758e-06,2.2125110933493176e-06
1.22,0.4,0.0,-5.749638810344742e-06,2.225717286412743e-06
1.22,0.4199999999999999,0.0,-5.401160961186562e-06,2.22209403363276e-06
1.22,0.44,0.0,-5.059986577352399e-06,2.2033866702391336e-06
1.22,0.46,0.0,-4.7279514999188e-06,2.1713405513212547e-06
1.22,0.4799999999999999,0.0,-4.406581184905184e-06,2.127672505202648e-06
1.22,0.5,0.0,-4.097108281930496e-06,2.0740466782626858e-06
1.22,0.52,0.0,-3.8004931067923575e-06,2.0120547257274782e-06
1.22,0.54,0.0,-3.5174460992122614e-06,1.94320018070074e-06
1.22,0.56,0.0,-3.248451455344435e-06,1.8688867390915296e-06
1.22,0.5799999999999998,0.0,-2.993791231577101e-06,1.7904101296501453e-06
1.22,0.5999999999999999,0.0,-2.753569325786222e-06,1.7089531936399406e-06
1.22,0.62,0.0,-2.527734849818911e-06,1.6255837747556704e-06
1.22,0.64,0.0,-2.3161045090049224e-06,1.5412550134591545e-06
1.22,0.66,0.0,-2.118383698380656e-06,1.4568076475988538e-06
1.22,0.68,0.0,-1.9341861094389197e-06,1.3729739397989687e-06
1.22,0.7,0.0,-1.7630517147374073e-06,1.290382878690538e-06
1.22,0.7199999999999999,0.0,-1.6044630603806408e-06,1.2095663329946669e-06
1.22,0.7399999999999999,0.0,-1.4578598484833035e-06,1.1309658725178092e-06
1.22,0.76,0.0,-1.32265183382544e-06,1.054940006432296e-06
1.22,0.78,0.0,-1.1982300918554247e-06,9.81771625319133e-07
1.22,0.8,0.0,-1.083976739958612e-06,9.116754682205239e-07
1.22,0.82,0.0,-9.792732115265794e-07,8.448054685717759e-07
1.22,0.8399999999999999,0.0,-8.835071938780562e-07,7.812618628091607e-07
1.22,0.8599999999999999,0.0,-7.960783475045055e-07,7.210979723572123e-07
1.22,0.88,0.0,-7.164029263805748e-07,6.643265934415938e-07
1.22,0.9,0.0,-6.439174180455278e-07,6.109259497486284e-07
1.22,0.92,0.0,-5.780813185835914e-07,5.608451804621074e-07
1.22,0.94,0.0,-5.183791521669767e-07,5.140093508299828e-07
1.22,0.96,0.0,-4.6432183803516644e-07,4.7032398437591094e-07
1.22,0.98,0.0,-4.1544750013571174e-07,4.296791254308784e-07
1.22,1.0,0.0,-3.713218065276538e-07,3.91952948088813e-07
1.22,1.02,0.0,-3.3153791735485384e-07,3.5701493325841524e-07
1.22,1.04,0.0,-2.957161119717594e-07,3.2472863945383455e-07
1.22,1.06,0.0,-2.6350315782919095e-07,2.9495409558678775e-07
1.22,1.08,0.0,-2.3457147613429667e-07,2.675498455201668e-07
1.22,1.1,0.0,-2.086181521775021e-07,2.42374674724526e-07
1.22,1.12,0.0,-1.8536383162737945e-07,2.1928904922752003e-07
1.22,1.14,0.0,-1.6455153806220408e-07,1.981562963231861e-07
1.22,1.16,0.0,-1.4594544154387764e-07,1.7884355535176612e-07
1.22,1.18,0.0,-1.2932960313899556e-07,1.6122252538971788e-07
1.22,1.2,0.0,-1.1450671593425895e-07,1.45170035002885e-07
1.22,1.22,0.0,-1.0129685925176621e-07,1.3056845739546398e-07
1.22,1.24,0.0,-8.953627941080368e-08,1.1730599240016245e-07
1.22,1.26,0.0,-7.907620746995538e-08,1.0527683485406605e-07
1.22,1.28,0.0,-6.978172187833577e-08,9.43812470319002e-08
1.22,1.3,0.0,-6.15306618288553e-08,8.452555099531331e-08
1.22,1.32,0.0,-5.4212595301713444e-08,7.56220549868617e-08
1.22,1.34,0.0,-4.7727844276277576e-08,6.758892636688899e-08
1.22,1.36,0.0,-4.198656833966079e-08,6.035002207103954e-08
1.22,1.38,0.0,-3.690790689845671e-08,5.383468616166432e-08
1.22,1.4,0.0,-3.241917937657269e-08,4.7977522760055284e-08
1.22,1.42,0.0,-2.84551421298446e-08,4.271815147759376e-08
1.22,1.44,0.0,-2.4957300302639978e-08,3.800095140958092e-08
1.22,1.46,0.0,-2.1873272471008434e-08,3.377479881117809e-08
1.22,1.48,0.0,-1.9156205641567105e-08,2.999280273478854e-08
1.22,1.5,0.0,-1.676423798794253e-08,2.66120421658542e-08
1.22,1.52,0.0,-1.4660006592051223e-08,2.359330754246777e-08
1.22,1.54,0.0,-1.2810197402551869e-08,2.09008489762455e-08
1.22,1.56,0.0,-1.1185134615959956e-08,1.850213300040165e-08
1.22,1.58,0.0,-9.758406717286076e-09,1.6367609248888322e-08
1.22,1.6,0.0,-8.506526478164759e-09,1.4470488111044512e-08
1.22,1.62,0.0,-7.408622294064723e-09,1.2786530103006178e-08
1.22,1.64,0.0,-6.446158342209537e-09,1.129384744412713e-08
1.22,1.66,0.0,-5.602681153157183e-09,9.972718118234406e-09
1.22,1.68,0.0,-4.863590307305511e-09,8.805412530522524e-09
1.22,1.7,0.0,-4.215931089356312e-09,7.776032736554334e-09
1.22,1.72,0.0,-3.648207056062519e-09,6.8703641158982616e-09
1.22,1.74,0.0,-3.150210593015019e-09,6.0757392855366044e-09
1.22,1.76,0.0,-2.7128696528660554e-09,5.380913993875912e-09
1.22,1.78,0.0,-2.3281089786826575e-09,4.775954701912787e-09
1.22,1.8,0.0,-1.9887242208392416e-09,4.252137541148333e-09
1.22,1.82,0.0,-1.6882674530144916e-09,3.801858335823319e-09
1.22,1.84,0.0,-1.4209426816834947e-09,3.4185533878881636e-09
1.22,1.86,0.0,-1.1815100233869287e-09,3.0966307450244157e-09
1.22,1.88,0.0,-9.651972945374077e-10,2.8314117034393574e-09
1.22,1.9,0.0,-7.676178192071425e-10,2.6190823367226596e-09
1.22,1.92,0.0,-5.846933109193708e-10,2.4566548885682284e-09
1.22,1.94,0.0,-4.125807257800143e-10,2.3419388885241854e-09
1.22,1.96,0.0,-2.47602505308316e-10,2.2735077997938443e-09
1.22,1.98,0.0,-8.637871086212299e-11,2.244783950801019e-09
1.22,2.0,0.0,0.0,0.0
1.24,0.0,0.0,0.1000000014901161,0.0
1.24,0.02,0.0,0.0035103663955999656,-1.8658894753445328e-06
1.24,0.04,0.0,5.2294495683554814e-05,-1.6517506216063944e-06
1.24,0.06,0.0,-1.050346089476811e-05,-1.2071871641472078e-06
1.24,0.08,0.0,-1.1325231356165228e-05,-7.756511670608579e-07
1.24,0.1,0.0,-1.1328778976674208e-05,-3.606948761514944e-07
1.24,0.12,0.0,-1.1262903419300913e-05,3.4004136457449654e-08
1.24,0.14,0.0,-1.113875250972816e-05,4.0526021674615006e-07
1.24,0.16,0.0,-1.0961196399893645e-05,7.50429965811407e-07
1.24,0.1799999999999999,0.0,-1.0735405839688397e-05,1.067429214262796e-06
1.24,0.2,0.0,-1.04667858824266e-05,1.3547347321358303e-06
1.24,0.22,0.0,-1.0160864850508248e-05,1.6113718746746937e-06
1.24,0.2399999999999999,0.0,-9.823189737146137e-06,1.8368897006716752e-06
1.24,0.26,0.0,-9.459230714240173e-06,2.03132544532906e-06
1.24,0.28,0.0,-9.074296551344887e-06,2.195160450710288e-06
1.24,0.2999999999999999,0.0,-8.673462162485897e-06,2.3292697556196e-06
1.24,0.32,0.0,-8.261508930253718e-06,2.434867533051355e-06
1.24,0.34,0.0,-7.842877935661058e-06,2.513450452993653e-06
1.24,0.3599999999999999,0.0,-7.421635767706432e-06,2.5667408609909548e-06
1.24,0.38,0.0,-7.001452211196173e-06,2.59663141982578e-06
1.24,0.4,0.0,-6.5855888210162885e-06,2.6051325841980163e-06
1.24,0.4199999999999999,0.0,-6.176897185598768e-06,2.5943239859714565e-06
1.24,0.44,0.0,-5.77782555685763e-06,2.5663105173616943e-06
1.24,0.46,0.0,-5.390432469923898e-06,2.5231836250084013e-06
1.24,0.4799999999999999,0.0,-5.01640598289232e-06,2.4669880793413927e-06
1.24,0.5,0.0,-4.657087222728072e-06,2.39969426771517e-06
1.24,0.52,0.0,-4.3134970165716935e-06,2.3231758800415455e-06
1.24,0.54,0.0,-3.9863645066477975e-06,2.23919271304209e-06
1.24,0.56,0.0,-3.6761567816915527e-06,2.149378212616835e-06
1.24,0.5799999999999998,0.0,-3.383108699573055e-06,2.05523130047722e-06
1.24,0.5999999999999999,0.0,-3.1072522175332382e-06,1.9581119873806006e-06
1.24,0.62,0.0,-2.8484446826521487e-06,1.8592402567118385e-06
1.24,0.64,0.0,-2.606395661855856e-06,1.7596977042600872e-06
1.24,0.66,0.0,-2.380692005275049e-06,1.6604314383959918e-06
1.24,0.68,0.0,-2.170820937578578e-06,1.5622597753201005e-06
1.24,0.7,0.0,-1.9761910584306843e-06,1.4658793029123588e-06
1.24,0.7199999999999999,0.0,-1.7961512055969263e-06,1.371872930756505e-06
1.24,0.7399999999999999,0.0,-1.6300071931202808e-06,1.2807185904686167e-06
1.24,0.76,0.0,-1.477036483442158e-06,1.192798297377658e-06
1.24,0.78,0.0,-1.3365008876175696e-06,1.108407330230774e-06
1.24,0.8,0.0,-1.207657413246834e-06,1.0277633287121106e-06
1.24,0.82,0.0,-1.0897673968223636e-06,9.510151483370873e-07
1.24,0.8399999999999999,0.0,-9.821040672328198e-07,8.782513482018007e-07
1.24,0.8599999999999999,0.0,-8.839586914589872e-07,8.095082188766847e-07
1.24,0.88,0.0,-7.946454532034805e-07,7.447772853862369e-07
1.24,0.9,0.0,-7.135052113579362e-07,6.840122438182136e-07
1.24,0.92,0.0,-6.399082787298109e-07,6.271353098724781e-07
1.24,0.94,0.0,-5.732563530957077e-07,5.740429738824408e-07
1.24,0.96,0.0,-5.129837230618502e-07,5.246111698561724e-07
1.24,0.98,0.0,-4.585578609202501e-07,4.786998762463676e-07
1.24,1.0,0.0,-4.0947950411183645e-07,4.3615717382834155e-07
1.24,1.02,0.0,-3.652823163731306e-07,3.9682279159276916e-07
1.24,1.04,0.0,-3.255322093995024e-07,3.6053117527549433e-07
1.24,1.06,0.0,-2.898263960865857e-07,3.2711411535533066e-07
1.24,1.08,0.0,-2.5779223723720204e-07,2.9640297232835615e-07
1.24,1.1,0.0,-2.2908593512353281e-07,2.682305370593901e-07
1.24,1.12,0.0,-2.0339111951616373e-07,2.424325632330833e-07
1.24,1.14,0.0,-1.8041736474729896e-07,2.188490075639464e-07
1.24,1.16,0.0,-1.598986700571965e-07,1.9732501163449506e-07
1.24,1.18,0.0,-1.415919298569878e-07,1.7771165714582085e-07
1.24,1.2,0.0,-1.2527541559210577e-07,1.598665240945716e-07
1.24,1.22,0.0,-1.1074728656559557e-07,1.436540790233916e-07
1.24,1.24,0.0,-9.782414333192612e-08,1.289459180991357e-07
1.24,1.26,0.0,-8.633963404966157e-08,1.156208874100798e-07
1.24,1.28,0.0,-7.614312143515942e-08,1.0356510058197169e-07
1.24,1.3,0.0,-6.709841563996929e-08,9.267187162414285e-08
1.24,1.32,0.0,-5.908257643440296e-08,8.284157885273395e-08
1.24,1.34,0.0,-5.198478647405762e-08,7.39814738124952e-08
1.24,1.36,0.0,-4.570529611319687e-08,6.600544733957046e-08
1.24,1.38,0.0,-4.0154439170459446e-08,5.8833763278232684e-08
1.24,1.4,0.0,-3.525171821340327e-08,5.239276888396713e-08
1.24,1.42,0.0,-3.092495727735163e-08,4.661458960994665e-08
1.24,1.44,0.0,-2.7109519442626928e-08,4.143681477802364e-08
1.24,1.46,0.0,-2.3747586337429864e-08,3.6802179571565625e-08
1.24,1.48,0.0,-2.0787496389186197e-08,3.2658247847484664e-08
1.24,1.5,0.0,-1.818313849572317e-08,2.8957099439757236e-08
1.24,1.52,0.0,-1.5893397712230684e-08,2.5655024907444933e-08
1.24,1.54,0.0,-1.3881649535969604e-08,2.271223005755428e-08
1.24,1.56,0.0,-1.211529940551288e-08,2.0092552038040438e-08
1.24,1.58,0.0,-1.0565364104177129e-08,1.7763188340236997e-08
1.24,1.6,0.0,-9.206091859070673e-09,1.5694439664780897e-08
1.24,1.62,0.0,-8.014618050129354e-09,1.3859467283010417e-08
1.24,1.64,0.0,-6.970653581154431e-09,1.2234065259701792e-08
1.24,1.66,0.0,-6.056203111819384e-09,1.0796447686303373e-08
1.24,1.68,0.0,-5.2553105014178855e-09,9.527050900525564e-09
1.24,1.7,0.0,-4.5538289681324515e-09,8.408350532812537e-09
1.24,1.72,0.0,-3.9392136188447965e-09,7.424693117968324e-09
1.24,1.74,0.0,-3.400334151595164e-09,6.562141936663036e-09
1.24,1.76,0.0,-2.9273056738237196e-09,5.808336702824363e-09
1.24,1.78,0.0,-2.5113357129903926e-09,5.1523666856015415e-09
1.24,1.8,0.0,-2.1445856208969486e-09,4.584656845670951e-09
1.24,1.82,0.0,-1.8200446881216803e-09,4.096866572518857e-09
1.24,1.84,0.0,-1.5314153897294836e-09,3.681800629723711e-09
1.24,1.86,0.0,-1.273008277310465e-09,3.333331947216703e-09
1.24,1.88,0.0,-1.039645115025423e-09,3.046335941359234e-09
1.24,1.9,0.0,-8.26568928382411e-10,2.8166360940178243e-09
1.24,1.92,0.0,-6.293596936841383e-10,2.6409605793697414e-09
1.24,1.94,0.0,-4.438544444761457e-10,2.516909757264109e-09
1.24,1.96,0.0,-2.6607114555058054e-10,2.442919195353977e-09
1.24,1.98,0.0,-9.235315363221587e-11,2.4118892597730465e-09
1.24,2.0,0.0,0.0,0.0
1.26,0.0,0.0,0.1000000014901161,0.0
1.26,0.02,0.0,0.0035084084498864213,-2.079275224548748e-06
1.26,0.04,0.0,5.0367086012587725e-05,-1.8274437146492705e-06
